,country,year,sex,age,suicides_no,population,suicides.100k.pop,gdp_for_year,gdp_per_capita,generation,continent
7659,Denmark,2014,male,75+ years,61,172150,35.43,3.53E+11,66114,Silent,Europe
7660,Denmark,2014,male,55-74 years,155,645001,24.03,3.53E+11,66114,Boomers,Europe
7661,Denmark,2014,male,35-54 years,178,784300,22.7,3.53E+11,66114,Generation X,Europe
7662,Denmark,2014,female,75+ years,36,248889,14.46,3.53E+11,66114,Silent,Europe
7663,Denmark,2014,male,25-34 years,43,333712,12.89,3.53E+11,66114,Millenials,Europe
7664,Denmark,2014,male,15-24 years,31,370570,8.37,3.53E+11,66114,Millenials,Europe
7665,Denmark,2014,female,35-54 years,59,774379,7.62,3.53E+11,66114,Generation X,Europe
7666,Denmark,2014,female,55-74 years,50,666386,7.5,3.53E+11,66114,Boomers,Europe
7667,Denmark,2014,female,25-34 years,7,325866,2.15,3.53E+11,66114,Millenials,Europe
7668,Denmark,2014,female,15-24 years,7,354099,1.98,3.53E+11,66114,Millenials,Europe
7669,Denmark,2014,female,5-14 years,1,323749,0.31,3.53E+11,66114,Generation Z,Europe
7670,Denmark,2014,male,5-14 years,1,340065,0.29,3.53E+11,66114,Generation Z,Europe
7671,Denmark,2015,male,75+ years,57,178633,31.91,3.01E+11,55972,Silent,Europe
7672,Denmark,2015,male,35-54 years,159,783366,20.3,3.01E+11,55972,Generation X,Europe
7673,Denmark,2015,male,55-74 years,126,651856,19.33,3.01E+11,55972,Boomers,Europe
7674,Denmark,2015,female,75+ years,32,253300,12.63,3.01E+11,55972,Silent,Europe
7675,Denmark,2015,female,55-74 years,67,673655,9.95,3.01E+11,55972,Boomers,Europe
7676,Denmark,2015,male,25-34 years,30,342769,8.75,3.01E+11,55972,Millenials,Europe
7677,Denmark,2015,female,35-54 years,51,772844,6.6,3.01E+11,55972,Generation X,Europe
7678,Denmark,2015,male,15-24 years,18,374051,4.81,3.01E+11,55972,Millenials,Europe
7679,Denmark,2015,female,25-34 years,15,331400,4.53,3.01E+11,55972,Millenials,Europe
7680,Denmark,2015,female,15-24 years,6,356882,1.68,3.01E+11,55972,Millenials,Europe
7681,Denmark,2015,female,5-14 years,3,323821,0.93,3.01E+11,55972,Generation Z,Europe
7695,Ecuador,1985,male,75+ years,8,40000,20,17149094590,2238,G.I. Generation,Americas
7696,Ecuador,1985,male,25-34 years,70,610800,11.46,17149094590,2238,Boomers,Americas
7697,Ecuador,1985,male,55-74 years,33,289000,11.42,17149094590,2238,G.I. Generation,Americas
7698,Ecuador,1985,male,15-24 years,104,915700,11.36,17149094590,2238,Generation X,Americas
7699,Ecuador,1985,male,35-54 years,57,692800,8.23,17149094590,2238,Silent,Americas
7700,Ecuador,1985,female,15-24 years,58,897700,6.46,17149094590,2238,Generation X,Americas
7701,Ecuador,1985,female,25-34 years,31,600800,5.16,17149094590,2238,Boomers,Americas
7702,Ecuador,1985,female,75+ years,2,49000,4.08,17149094590,2238,G.I. Generation,Americas
7703,Ecuador,1985,female,35-54 years,15,692800,2.17,17149094590,2238,Silent,Americas
7704,Ecuador,1985,female,55-74 years,4,303000,1.32,17149094590,2238,G.I. Generation,Americas
7705,Ecuador,1985,male,5-14 years,7,1307600,0.54,17149094590,2238,Generation X,Americas
7706,Ecuador,1985,female,5-14 years,4,1262600,0.32,17149094590,2238,Generation X,Americas
7707,Ecuador,1986,male,75+ years,6,41100,14.6,15314143988,1943,G.I. Generation,Americas
7708,Ecuador,1986,male,25-34 years,67,628400,10.66,15314143988,1943,Boomers,Americas
7709,Ecuador,1986,male,55-74 years,28,297200,9.42,15314143988,1943,G.I. Generation,Americas
7710,Ecuador,1986,male,15-24 years,87,941900,9.24,15314143988,1943,Generation X,Americas
7711,Ecuador,1986,female,15-24 years,74,923500,8.01,15314143988,1943,Generation X,Americas
7712,Ecuador,1986,female,75+ years,4,50400,7.94,15314143988,1943,G.I. Generation,Americas
7713,Ecuador,1986,male,35-54 years,52,712600,7.3,15314143988,1943,Silent,Americas
7714,Ecuador,1986,female,25-34 years,28,618000,4.53,15314143988,1943,Boomers,Americas
7715,Ecuador,1986,female,55-74 years,7,311800,2.25,15314143988,1943,G.I. Generation,Americas
7716,Ecuador,1986,female,35-54 years,12,712600,1.68,15314143988,1943,Silent,Americas
7717,Ecuador,1986,female,5-14 years,6,1298800,0.46,15314143988,1943,Generation X,Americas
7718,Ecuador,1986,male,5-14 years,6,1345000,0.45,15314143988,1943,Generation X,Americas
7719,Ecuador,1987,male,75+ years,6,52900,11.34,13945431882,1669,G.I. Generation,Americas
7720,Ecuador,1987,male,25-34 years,74,718200,10.3,13945431882,1669,Boomers,Americas
7721,Ecuador,1987,male,35-54 years,73,773400,9.44,13945431882,1669,Silent,Americas
7722,Ecuador,1987,female,15-24 years,79,999500,7.9,13945431882,1669,Generation X,Americas
7723,Ecuador,1987,male,15-24 years,78,1023900,7.62,13945431882,1669,Generation X,Americas
7724,Ecuador,1987,male,55-74 years,20,318600,6.28,13945431882,1669,G.I. Generation,Americas
7725,Ecuador,1987,female,25-34 years,26,708700,3.67,13945431882,1669,Boomers,Americas
7726,Ecuador,1987,female,35-54 years,16,775400,2.06,13945431882,1669,Silent,Americas
7727,Ecuador,1987,female,75+ years,1,65600,1.52,13945431882,1669,G.I. Generation,Americas
7728,Ecuador,1987,female,55-74 years,5,338600,1.48,13945431882,1669,G.I. Generation,Americas
7729,Ecuador,1987,male,5-14 years,8,1309500,0.61,13945431882,1669,Generation X,Americas
7730,Ecuador,1987,female,5-14 years,4,1272500,0.31,13945431882,1669,Generation X,Americas
7731,Ecuador,1988,male,25-34 years,93,738500,12.59,13051886552,1519,Boomers,Americas
7732,Ecuador,1988,male,55-74 years,41,327400,12.52,13051886552,1519,G.I. Generation,Americas
7733,Ecuador,1988,male,75+ years,6,54400,11.03,13051886552,1519,G.I. Generation,Americas
7734,Ecuador,1988,male,15-24 years,107,1052900,10.16,13051886552,1519,Generation X,Americas
7735,Ecuador,1988,male,35-54 years,73,795100,9.18,13051886552,1519,Silent,Americas
7736,Ecuador,1988,female,15-24 years,73,1027900,7.1,13051886552,1519,Generation X,Americas
7737,Ecuador,1988,female,25-34 years,28,728700,3.84,13051886552,1519,Boomers,Americas
7738,Ecuador,1988,female,35-54 years,28,797400,3.51,13051886552,1519,Silent,Americas
7739,Ecuador,1988,female,75+ years,2,67500,2.96,13051886552,1519,G.I. Generation,Americas
7740,Ecuador,1988,female,55-74 years,6,348200,1.72,13051886552,1519,G.I. Generation,Americas
7741,Ecuador,1988,female,5-14 years,5,1308600,0.38,13051886552,1519,Generation X,Americas
7742,Ecuador,1988,male,5-14 years,4,1346600,0.3,13051886552,1519,Generation X,Americas
7743,Ecuador,1989,male,75+ years,10,68674,14.56,13890828708,1619,G.I. Generation,Americas
7744,Ecuador,1989,male,25-34 years,76,766852,9.91,13890828708,1619,Boomers,Americas
7745,Ecuador,1989,female,15-24 years,89,1008927,8.82,13890828708,1619,Generation X,Americas
7746,Ecuador,1989,male,35-54 years,71,843236,8.42,13890828708,1619,Silent,Americas
7747,Ecuador,1989,male,55-74 years,26,347684,7.48,13890828708,1619,G.I. Generation,Americas
7748,Ecuador,1989,male,15-24 years,77,1031979,7.46,13890828708,1619,Generation X,Americas
7749,Ecuador,1989,female,25-34 years,39,758284,5.14,13890828708,1619,Boomers,Americas
7750,Ecuador,1989,female,75+ years,3,84592,3.55,13890828708,1619,G.I. Generation,Americas
7751,Ecuador,1989,female,35-54 years,23,848574,2.71,13890828708,1619,Silent,Americas
7752,Ecuador,1989,female,55-74 years,5,368669,1.36,13890828708,1619,G.I. Generation,Americas
7753,Ecuador,1989,male,5-14 years,7,1243682,0.56,13890828708,1619,Generation X,Americas
7754,Ecuador,1989,female,5-14 years,5,1207466,0.41,13890828708,1619,Generation X,Americas
7755,Ecuador,1990,male,25-34 years,89,788540,11.29,15239278100,1732,Boomers,Americas
7756,Ecuador,1990,male,15-24 years,97,1055004,9.19,15239278100,1732,Generation X,Americas
7757,Ecuador,1990,male,55-74 years,30,358877,8.36,15239278100,1732,G.I. Generation,Americas
7758,Ecuador,1990,female,15-24 years,84,1031235,8.15,15239278100,1732,Generation X,Americas
7759,Ecuador,1990,male,35-54 years,70,877120,7.98,15239278100,1732,Silent,Americas
7760,Ecuador,1990,female,25-34 years,42,779938,5.39,15239278100,1732,Boomers,Americas
7761,Ecuador,1990,male,75+ years,3,70844,4.23,15239278100,1732,G.I. Generation,Americas
7762,Ecuador,1990,female,75+ years,2,87254,2.29,15239278100,1732,G.I. Generation,Americas
7763,Ecuador,1990,female,35-54 years,17,883364,1.92,15239278100,1732,Silent,Americas
7764,Ecuador,1990,female,55-74 years,3,380666,0.79,15239278100,1732,G.I. Generation,Americas
7765,Ecuador,1990,male,5-14 years,6,1262625,0.48,15239278100,1732,Generation X,Americas
7766,Ecuador,1990,female,5-14 years,5,1225466,0.41,15239278100,1732,Generation X,Americas
7767,Ecuador,1991,female,15-24 years,117,1061400,11.02,16988535268,1869,Generation X,Americas
7768,Ecuador,1991,male,55-74 years,37,368900,10.03,16988535268,1869,Silent,Americas
7769,Ecuador,1991,male,15-24 years,107,1087300,9.84,16988535268,1869,Generation X,Americas
7770,Ecuador,1991,male,35-54 years,83,899100,9.23,16988535268,1869,Boomers,Americas
7771,Ecuador,1991,male,25-34 years,70,804000,8.71,16988535268,1869,Boomers,Americas
7772,Ecuador,1991,male,75+ years,5,68100,7.34,16988535268,1869,G.I. Generation,Americas
7773,Ecuador,1991,female,25-34 years,35,792300,4.42,16988535268,1869,Boomers,Americas
7774,Ecuador,1991,female,55-74 years,9,392100,2.3,16988535268,1869,Silent,Americas
7775,Ecuador,1991,female,35-54 years,18,903600,1.99,16988535268,1869,Boomers,Americas
7776,Ecuador,1991,female,75+ years,1,86400,1.16,16988535268,1869,G.I. Generation,Americas
7777,Ecuador,1991,female,5-14 years,9,1294500,0.7,16988535268,1869,Millenials,Americas
7778,Ecuador,1991,male,5-14 years,3,1334000,0.22,16988535268,1869,Millenials,Americas
7779,Ecuador,1992,male,75+ years,12,77846,15.42,18094238119,1955,G.I. Generation,Americas
7780,Ecuador,1992,male,25-34 years,91,833688,10.92,18094238119,1955,Boomers,Americas
7781,Ecuador,1992,male,55-74 years,40,380709,10.51,18094238119,1955,Silent,Americas
7782,Ecuador,1992,male,15-24 years,114,1095624,10.41,18094238119,1955,Generation X,Americas
7783,Ecuador,1992,female,15-24 years,92,1071397,8.59,18094238119,1955,Generation X,Americas
7784,Ecuador,1992,male,35-54 years,69,945954,7.29,18094238119,1955,Boomers,Americas
7785,Ecuador,1992,female,25-34 years,40,825399,4.85,18094238119,1955,Boomers,Americas
7786,Ecuador,1992,female,75+ years,3,95162,3.15,18094238119,1955,G.I. Generation,Americas
7787,Ecuador,1992,female,35-54 years,20,954268,2.1,18094238119,1955,Boomers,Americas
7788,Ecuador,1992,female,5-14 years,13,1264449,1.03,18094238119,1955,Millenials,Americas
7789,Ecuador,1992,female,55-74 years,4,404377,0.99,18094238119,1955,Silent,Americas
7790,Ecuador,1992,male,5-14 years,7,1304282,0.54,18094238119,1955,Millenials,Americas
7791,Ecuador,1993,female,15-24 years,131,1090454,12.01,18938717359,1996,Generation X,Americas
7792,Ecuador,1993,male,25-34 years,102,857646,11.89,18938717359,1996,Boomers,Americas
7793,Ecuador,1993,male,55-74 years,46,392963,11.71,18938717359,1996,Silent,Americas
7794,Ecuador,1993,male,15-24 years,105,1115135,9.42,18938717359,1996,Generation X,Americas
7795,Ecuador,1993,male,35-54 years,89,981892,9.06,18938717359,1996,Boomers,Americas
7796,Ecuador,1993,female,25-34 years,40,849600,4.71,18938717359,1996,Boomers,Americas
7797,Ecuador,1993,male,75+ years,3,80952,3.71,18938717359,1996,G.I. Generation,Americas
7798,Ecuador,1993,female,35-54 years,32,991346,3.23,18938717359,1996,Boomers,Americas
7799,Ecuador,1993,female,75+ years,2,98838,2.02,18938717359,1996,G.I. Generation,Americas
7800,Ecuador,1993,female,55-74 years,8,417711,1.92,18938717359,1996,Silent,Americas
7801,Ecuador,1993,female,5-14 years,9,1285346,0.7,18938717359,1996,Millenials,Americas
7802,Ecuador,1993,male,5-14 years,7,1326600,0.53,18938717359,1996,Millenials,Americas
7803,Ecuador,1994,male,75+ years,10,83900,11.92,22708673337,2335,G.I. Generation,Americas
7804,Ecuador,1994,male,25-34 years,96,881672,10.89,22708673337,2335,Boomers,Americas
7805,Ecuador,1994,male,35-54 years,96,1018423,9.43,22708673337,2335,Boomers,Americas
7806,Ecuador,1994,male,55-74 years,36,406131,8.86,22708673337,2335,Silent,Americas
7807,Ecuador,1994,female,15-24 years,95,1108840,8.57,22708673337,2335,Generation X,Americas
7808,Ecuador,1994,male,15-24 years,91,1134121,8.02,22708673337,2335,Generation X,Americas
7809,Ecuador,1994,female,25-34 years,39,873910,4.46,22708673337,2335,Boomers,Americas
7810,Ecuador,1994,female,35-54 years,21,1029098,2.04,22708673337,2335,Boomers,Americas
7811,Ecuador,1994,female,75+ years,1,102472,0.98,22708673337,2335,G.I. Generation,Americas
7812,Ecuador,1994,female,5-14 years,12,1306032,0.92,22708673337,2335,Millenials,Americas
7813,Ecuador,1994,male,5-14 years,12,1348611,0.89,22708673337,2335,Millenials,Americas
7814,Ecuador,1994,female,55-74 years,3,432045,0.69,22708673337,2335,Silent,Americas
7815,Ecuador,1995,male,25-34 years,97,905313,10.71,24432884442,2453,Generation X,Americas
7816,Ecuador,1995,male,15-24 years,113,1152675,9.8,24432884442,2453,Generation X,Americas
7817,Ecuador,1995,male,55-74 years,41,420246,9.76,24432884442,2453,Silent,Americas
7818,Ecuador,1995,male,35-54 years,101,1055363,9.57,24432884442,2453,Boomers,Americas
7819,Ecuador,1995,male,75+ years,8,86756,9.22,24432884442,2453,G.I. Generation,Americas
7820,Ecuador,1995,female,15-24 years,95,1126655,8.43,24432884442,2453,Generation X,Americas
7821,Ecuador,1995,female,25-34 years,43,897847,4.79,24432884442,2453,Generation X,Americas
7822,Ecuador,1995,female,35-54 years,24,1067369,2.25,24432884442,2453,Boomers,Americas
7823,Ecuador,1995,female,55-74 years,7,447404,1.56,24432884442,2453,Silent,Americas
7824,Ecuador,1995,female,75+ years,1,106143,0.94,24432884442,2453,G.I. Generation,Americas
7825,Ecuador,1995,female,5-14 years,10,1325533,0.75,24432884442,2453,Millenials,Americas
7826,Ecuador,1995,male,5-14 years,6,1369259,0.44,24432884442,2453,Millenials,Americas
7827,Ecuador,1996,male,55-74 years,53,434259,12.2,25226393197,2474,Silent,Americas
7828,Ecuador,1996,male,75+ years,11,91455,12.03,25226393197,2474,G.I. Generation,Americas
7829,Ecuador,1996,male,25-34 years,111,927403,11.97,25226393197,2474,Generation X,Americas
7830,Ecuador,1996,male,15-24 years,126,1169923,10.77,25226393197,2474,Generation X,Americas
7831,Ecuador,1996,female,15-24 years,102,1143710,8.92,25226393197,2474,Generation X,Americas
7832,Ecuador,1996,male,35-54 years,88,1091980,8.06,25226393197,2474,Boomers,Americas
7833,Ecuador,1996,female,25-34 years,46,920330,5,25226393197,2474,Generation X,Americas
7834,Ecuador,1996,female,55-74 years,9,462818,1.94,25226393197,2474,Silent,Americas
7835,Ecuador,1996,female,35-54 years,21,1105412,1.9,25226393197,2474,Boomers,Americas
7836,Ecuador,1996,female,75+ years,2,111706,1.79,25226393197,2474,G.I. Generation,Americas
7837,Ecuador,1996,female,5-14 years,17,1345854,1.26,25226393197,2474,Millenials,Americas
7838,Ecuador,1996,male,5-14 years,7,1390998,0.5,25226393197,2474,Millenials,Americas
7839,Ecuador,1997,male,25-34 years,109,949086,11.48,28162053027,2701,Generation X,Americas
7840,Ecuador,1997,male,15-24 years,124,1186873,10.45,28162053027,2701,Generation X,Americas
7841,Ecuador,1997,male,75+ years,9,95968,9.38,28162053027,2701,G.I. Generation,Americas
7842,Ecuador,1997,male,35-54 years,99,1128260,8.77,28162053027,2701,Boomers,Americas
7843,Ecuador,1997,female,15-24 years,101,1160292,8.7,28162053027,2701,Generation X,Americas
7844,Ecuador,1997,male,55-74 years,35,449276,7.79,28162053027,2701,Silent,Americas
7845,Ecuador,1997,female,25-34 years,33,942471,3.5,28162053027,2701,Generation X,Americas
7846,Ecuador,1997,female,35-54 years,24,1143235,2.1,28162053027,2701,Boomers,Americas
7847,Ecuador,1997,female,5-14 years,24,1364640,1.76,28162053027,2701,Millenials,Americas
7848,Ecuador,1997,female,55-74 years,6,479370,1.25,28162053027,2701,Silent,Americas
7849,Ecuador,1997,male,5-14 years,14,1411124,0.99,28162053027,2701,Millenials,Americas
7850,Ecuador,1997,female,75+ years,1,117178,0.85,28162053027,2701,G.I. Generation,Americas
7851,Ecuador,1998,male,25-34 years,113,970170,11.65,27981896948,2626,Generation X,Americas
7852,Ecuador,1998,male,15-24 years,122,1204061,10.13,27981896948,2626,Generation X,Americas
7853,Ecuador,1998,female,15-24 years,102,1176841,8.67,27981896948,2626,Generation X,Americas
7854,Ecuador,1998,male,75+ years,8,100363,7.97,27981896948,2626,G.I. Generation,Americas
7855,Ecuador,1998,male,35-54 years,87,1164711,7.47,27981896948,2626,Boomers,Americas
7856,Ecuador,1998,male,55-74 years,29,464944,6.24,27981896948,2626,Silent,Americas
7857,Ecuador,1998,female,25-34 years,29,964037,3.01,27981896948,2626,Generation X,Americas
7858,Ecuador,1998,female,75+ years,3,122653,2.45,27981896948,2626,G.I. Generation,Americas
7859,Ecuador,1998,female,35-54 years,24,1181335,2.03,27981896948,2626,Boomers,Americas
7860,Ecuador,1998,male,5-14 years,14,1429190,0.98,27981896948,2626,Millenials,Americas
7861,Ecuador,1998,female,5-14 years,12,1381485,0.87,27981896948,2626,Millenials,Americas
7862,Ecuador,1998,female,55-74 years,3,496656,0.6,27981896948,2626,Silent,Americas
7863,Ecuador,1999,male,75+ years,13,104728,12.41,19645272636,1805,G.I. Generation,Americas
7864,Ecuador,1999,male,15-24 years,138,1222195,11.29,19645272636,1805,Generation X,Americas
7865,Ecuador,1999,male,25-34 years,103,990403,10.4,19645272636,1805,Generation X,Americas
7866,Ecuador,1999,male,55-74 years,45,480747,9.36,19645272636,1805,Silent,Americas
7867,Ecuador,1999,male,35-54 years,105,1202249,8.73,19645272636,1805,Boomers,Americas
7868,Ecuador,1999,female,15-24 years,96,1194004,8.04,19645272636,1805,Generation X,Americas
7869,Ecuador,1999,female,25-34 years,37,984732,3.76,19645272636,1805,Generation X,Americas
7870,Ecuador,1999,female,35-54 years,27,1220621,2.21,19645272636,1805,Boomers,Americas
7871,Ecuador,1999,female,55-74 years,11,514092,2.14,19645272636,1805,Silent,Americas
7872,Ecuador,1999,male,5-14 years,22,1445034,1.52,19645272636,1805,Millenials,Americas
7873,Ecuador,1999,female,5-14 years,18,1396226,1.29,19645272636,1805,Millenials,Americas
7874,Ecuador,1999,female,75+ years,1,128252,0.78,19645272636,1805,G.I. Generation,Americas
7875,Ecuador,2000,male,15-24 years,132,1241587,10.63,18327764882,1650,Generation X,Americas
7876,Ecuador,2000,male,25-34 years,84,1009657,8.32,18327764882,1650,Generation X,Americas
7877,Ecuador,2000,male,35-54 years,101,1241310,8.14,18327764882,1650,Boomers,Americas
7878,Ecuador,2000,male,75+ years,8,109133,7.33,18327764882,1650,G.I. Generation,Americas
7879,Ecuador,2000,male,55-74 years,30,496455,6.04,18327764882,1650,Silent,Americas
7880,Ecuador,2000,female,15-24 years,73,1212096,6.02,18327764882,1650,Generation X,Americas
7881,Ecuador,2000,female,25-34 years,45,1004357,4.48,18327764882,1650,Generation X,Americas
7882,Ecuador,2000,female,35-54 years,23,1261528,1.82,18327764882,1650,Boomers,Americas
7883,Ecuador,2000,female,55-74 years,9,531381,1.69,18327764882,1650,Silent,Americas
7884,Ecuador,2000,male,5-14 years,16,1458807,1.1,18327764882,1650,Millenials,Americas
7885,Ecuador,2000,female,5-14 years,12,1408985,0.85,18327764882,1650,Millenials,Americas
7886,Ecuador,2000,female,75+ years,1,134087,0.75,18327764882,1650,G.I. Generation,Americas
7887,Ecuador,2001,male,75+ years,15,114564,13.09,24468324000,2160,Silent,Americas
7888,Ecuador,2001,male,15-24 years,130,1259528,10.32,24468324000,2160,Millenials,Americas
7889,Ecuador,2001,male,25-34 years,101,1026201,9.84,24468324000,2160,Generation X,Americas
7890,Ecuador,2001,male,35-54 years,99,1281560,7.72,24468324000,2160,Boomers,Americas
7891,Ecuador,2001,male,55-74 years,39,510933,7.63,24468324000,2160,Silent,Americas
7892,Ecuador,2001,female,15-24 years,86,1229361,7,24468324000,2160,Millenials,Americas
7893,Ecuador,2001,female,25-34 years,38,1021003,3.72,24468324000,2160,Generation X,Americas
7894,Ecuador,2001,female,35-54 years,32,1303530,2.45,24468324000,2160,Boomers,Americas
